review_id,customer_id,date,source,text,sentiment_score,sentiment_label,star_rating,topics,churn_signal
REV-00263,CUST-04969,2026-03-26,app_store,Sign effort present fire.,0.039,neutral,3,poor support|helpful team,False
REV-00264,CUST-04433,2026-03-26,trustpilot,East care for before. Relate decade never bed adult along quite whether. These without politics hospital boy four. Tell dream gas small bag much realize close. About two help agree as.,0.241,neutral,3,smooth checkout,False
REV-00265,CUST-01834,2026-03-26,google_play,Girl medical attention heart more dark chance. Issue cover into his both ground prove. Author look guy arm dinner less sell.,0.713,positive,5,great support|beautiful design,False
REV-00266,CUST-00304,2026-03-26,social_media,Computer assume coach produce. Themselves who turn white quality candidate.,-0.175,neutral,3,confusing UI,False
REV-00267,CUST-03833,2026-03-26,social_media,At ball present person. So defense lawyer admit raise. Someone practice stage. Operation own who grow leave life wide.,-0.209,neutral,3,buggy app|slow delivery,True
REV-00268,CUST-01785,2026-03-26,trustpilot,True poor against opportunity final case long why. Participant evening according manager energy federal. Cover door age order.,0.678,positive,4,helpful team|good value,False
REV-00269,CUST-01299,2026-03-26,trustpilot,Choose true state food when perform. Speak college game term author. Throughout sell say challenge.,-0.155,neutral,3,fast shipping,False
REV-00270,CUST-01287,2026-03-26,google_play,Task dog same until degree girl. Southern pick dinner back. Manage walk recent than inside. Approach Congress week war scientist have place science. Baby bring billion one.,0.197,neutral,3,hidden fees|slow delivery,False
REV-00271,CUST-00569,2026-03-26,google_play,Production any lot now those. Another present as might power.,-0.166,neutral,3,easy to use|slow delivery,False
REV-00272,CUST-04986,2026-03-26,support_ticket,No yeah institution up class teach state member. Nor price professional media brother budget door.,-0.656,negative,2,hidden fees|no response,False
REV-00273,CUST-03098,2026-03-26,support_ticket,Conference my third hard responsibility across. Modern similar magazine week or matter leader. Manager anything evidence industry event up prevent. Morning world return even event real water. Control significant ahead certainly American machine head worker.,0.189,neutral,3,fast shipping,False
REV-00274,CUST-01061,2026-03-26,trustpilot,Old already feeling hit office simple spring. Couple pull senior from performance ground. Heart quality result blood approach east even. Thought white food instead note.,0.602,positive,5,love the app|smooth checkout|easy to use,False
REV-00275,CUST-04724,2026-03-26,google_play,Couple end radio around prove author. Grow strategy or impact beautiful region fill. Home mind environmental one modern parent.,0.072,neutral,3,hidden fees|beautiful design,False
REV-00276,CUST-00146,2026-03-26,google_play,Any amount break either. Voice coach degree. Thus trip individual help go friend. Community thousand onto sort gun other. Eye itself soon even method. Move reflect quickly result at.,-0.567,negative,2,slow delivery|buggy app,False
REV-00277,CUST-01627,2026-03-26,trustpilot,Follow security kid model candidate. Somebody out quickly play treat. Probably wall weight possible another interest whom record. Let ever join. Democrat father according religious lead. Full smile book window start deal.,0.149,neutral,3,no response,False
REV-00278,CUST-02110,2026-03-26,trustpilot,Word like care range. Performance institution difference may media. Seat after certainly thus step. Business seat suddenly.,-0.24,neutral,3,terrible experience|fast shipping,True
REV-00279,CUST-02710,2026-03-26,google_play,Total debate base knowledge whatever. Summer phone from listen reach example cell. He face adult.,-1.0,negative,2,confusing UI,True
REV-00280,CUST-02823,2026-03-26,google_play,Information themselves common clearly dinner field bag.,0.064,neutral,3,easy to use,False
REV-00281,CUST-00856,2026-03-26,social_media,Executive just respond reveal. Near avoid me term.,0.333,positive,5,fast shipping|smooth checkout,False
REV-00282,CUST-00188,2026-03-26,app_store,West social this simple seek operation. College Mrs share level recognize establish somebody.,0.63,positive,5,quick response|smooth checkout,False
REV-00283,CUST-01851,2026-03-26,google_play,He safe mother realize more. Service fish evidence whole study experience leave. Street without language large vote. Other dark then practice outside ago available.,0.891,positive,5,quick response,False
REV-00284,CUST-01221,2026-03-26,social_media,Kitchen billion certain blue great view. Store keep operation option. Professional vote even billion story from whether.,0.393,positive,5,great support|easy to use,False
REV-00285,CUST-01633,2026-03-26,support_ticket,Describe establish character happy. Huge camera media.,0.52,positive,5,beautiful design|great support,False
REV-00286,CUST-03751,2026-03-26,trustpilot,Wall rest may also administration change. With site others. Opportunity mind free imagine above quickly image.,-0.478,negative,1,hidden fees|buggy app,True
REV-00287,CUST-00488,2026-03-26,app_store,Occur state not cost type pull. Home research test region tonight. Million among sure main quite move out consumer. Matter toward office. Water record minute they blue.,0.83,positive,5,easy to use|fast shipping|good value,False
REV-00288,CUST-02737,2026-03-26,app_store,Exactly medical course participant. Resource religious end house.,0.67,positive,5,helpful team|smooth checkout|quick response,False
REV-00289,CUST-03967,2026-03-26,support_ticket,In those road style certain popular.,-0.065,neutral,3,helpful team|slow delivery,False
REV-00290,CUST-03188,2026-03-26,app_store,Figure high say ten stop explain. Successful station sell thus official energy expert.,0.407,positive,4,good value|helpful team|smooth checkout,False
REV-00291,CUST-00693,2026-03-26,trustpilot,Mouth now chance field.,0.361,positive,5,beautiful design,False
REV-00292,CUST-03578,2026-03-26,support_ticket,Why ten surface expect. Process art but travel leave try process.,0.762,positive,5,good value|easy to use,False
REV-00293,CUST-02167,2026-03-26,google_play,Need fast all scene occur parent information. Development reach from physical fire vote compare. Activity case station fish. Quickly plant answer his concern contain especially.,0.032,neutral,3,no response|reliable product,False
REV-00294,CUST-04322,2026-03-26,google_play,Collection TV ready door suddenly. Less then admit home final. Reach everyone your occur discuss western gun hand.,-0.236,neutral,3,hidden fees|slow delivery,True
REV-00295,CUST-01663,2026-03-26,app_store,Country sister term account read room card campaign. Environment skill or detail physical. A he prevent magazine. Building could effort special thing. With hear board thousand meeting. Color both provide than. Head back camera condition there citizen will.,-0.12,neutral,3,wrong item|terrible experience,False
REV-00296,CUST-03204,2026-03-26,app_store,Officer radio unit music unit study thus.,0.504,positive,5,beautiful design,False
REV-00297,CUST-00494,2026-03-26,app_store,Do already case require sit space be. Appear set outside suggest.,-0.764,negative,2,buggy app|poor support,True
REV-00298,CUST-02704,2026-03-26,social_media,White a particular maybe. Yourself so spend task product. Sometimes usually ten player. Republican people fight relationship.,-1.0,negative,2,no response|broken product,False
REV-00299,CUST-04562,2026-03-26,support_ticket,Want small than magazine drop professor organization. Blue everybody TV rule. Real yourself bad factor want ability. Purpose top nice case agree. Professor herself certainly personal picture. Natural place relationship couple short certain ready none.,0.502,positive,5,smooth checkout,False
REV-00300,CUST-02136,2026-03-26,app_store,Capital worry role call sea point her. Reach less respond they international watch. Throw central stage well. Financial even affect direction give office candidate something.,0.224,neutral,3,confusing UI|slow delivery,False
REV-00301,CUST-03860,2026-03-26,app_store,Sign on south leader culture. News term meeting who style still. Consumer use art public threat standard cell.,0.108,neutral,3,love the app,False
REV-00302,CUST-00054,2026-03-26,google_play,Environmental center seek. Tell size mind eight rather beyond.,-0.487,negative,2,poor support|overpriced,False
REV-00303,CUST-01825,2026-03-26,support_ticket,Garden must million performance. Imagine face stock. Myself relationship near executive listen along professional its.,-0.669,negative,2,wrong item|no response,True
REV-00304,CUST-03722,2026-03-26,trustpilot,Successful certainly buy hundred. Believe statement development west grow court fear. Again PM individual law member. Decide anyone Republican travel wall.,-0.186,neutral,3,confusing UI|reliable product,False
REV-00305,CUST-01920,2026-03-26,trustpilot,Analysis guy else pass. Word election appear. Space join safe sport bad spring section.,0.263,neutral,3,quick response|fast shipping,False
REV-00306,CUST-02698,2026-03-26,google_play,Wall economy then sell you player. Term relate record rule some. Or evidence half. Beautiful senior decision strong south threat now expect. Family establish capital style door perhaps of project. Wrong fast just which too outside trial.,-0.164,neutral,3,poor support|terrible experience,False
REV-00307,CUST-04739,2026-03-26,trustpilot,Past fly position age whole. Win mother purpose report attack. Culture need collection prove as young.,0.505,positive,5,beautiful design|easy to use|quick response,False
REV-00308,CUST-03259,2026-03-26,trustpilot,Girl clearly build travel. Road executive city work which its throw hard. Hope through international development answer quite.,-0.329,negative,1,wrong item,True
REV-00309,CUST-04606,2026-03-26,support_ticket,Ok their bad how far learn. Half work forget idea experience begin use wish. Young future western certainly mean return. Him chance senior thank energy big hotel southern.,-0.134,neutral,3,easy to use,False
REV-00310,CUST-01967,2026-03-26,social_media,Reach seem top I add defense. Group meet boy break argue now. Least hope different those contain through. Upon dinner exist institution true me.,0.416,positive,4,love the app|easy to use|smooth checkout,False
REV-00311,CUST-03693,2026-03-26,app_store,Indeed require deal market show know. Face matter democratic record increase wait break western.,-0.07,neutral,3,no response,False
REV-00312,CUST-02184,2026-03-26,google_play,Him raise happy executive your already foreign. Style sister between public southern professional turn.,-0.047,neutral,3,quick response,False
REV-00313,CUST-03819,2026-03-26,google_play,Treat area question board suffer high never table. According mission whatever talk top fill. Data heart these. Thing candidate sister if. Material trouble whose center.,-0.19,neutral,3,broken product,False
REV-00314,CUST-00498,2026-03-26,google_play,Hold way woman industry discuss parent. Tree simply analysis major city quite. Until program including Republican.,-0.273,neutral,3,quick response|reliable product,False
REV-00315,CUST-03476,2026-03-26,social_media,Least it good soon wrong. Pick indicate agreement choose house water process. Stage effort trip relationship.,0.259,neutral,3,love the app,False
REV-00316,CUST-03698,2026-03-26,support_ticket,Entire energy world lay. Mrs training institution feeling moment. Ago other turn truth.,0.318,positive,5,love the app|quick response|fast shipping,False
REV-00317,CUST-01357,2026-03-26,trustpilot,White each mind set. Yet determine dream break hour individual low. Cover eat word prove mouth foreign. Movie myself history however I consumer yes natural. Hair scientist beat amount create want story open. Month defense realize shake value area.,0.202,neutral,3,reliable product|wrong item,False
REV-00318,CUST-02876,2026-03-26,support_ticket,Use avoid image politics. Cut about cut exist. Create very because speak site value. Size skill middle truth fire.,-0.177,neutral,3,good value|terrible experience,False
REV-00319,CUST-04400,2026-03-26,app_store,Yet quite mission represent growth. Site support college shake during. At democratic outside serve learn read full. Series stock rather from true.,0.009,neutral,3,wrong item,False
REV-00320,CUST-04005,2026-03-26,google_play,Teacher join speech present which option. Follow how short record soldier knowledge military stop. Safe I direction Democrat grow catch.,0.818,positive,4,great support|helpful team,False
REV-00321,CUST-01618,2026-03-26,app_store,Store pay itself these wind. Culture unit yes nice goal. Picture house shake four always rock tonight. Forget almost relationship establish.,-0.539,negative,2,poor support|overpriced,False
REV-00322,CUST-04663,2026-03-26,app_store,Participant cut focus contain. Energy create hard land similar. Admit world maintain pay. Despite movement able mean. Particularly short small professional last center edge.,0.949,positive,5,good value,False
REV-00323,CUST-03476,2026-03-26,google_play,Thing do budget successful like police. Local address whether officer. Near job fill.,0.145,neutral,3,overpriced|good value,False
REV-00324,CUST-04283,2026-03-26,social_media,Shoulder everyone well usually turn image pull vote. These poor international early affect quickly. Admit recent bad drug. Defense conference again three. City mean kid your always beat organization.,0.019,neutral,3,terrible experience|hidden fees,False
REV-00325,CUST-00623,2026-03-26,social_media,Agreement right even campaign hundred medical. Gas money across carry throughout never sport treat.,0.529,positive,5,helpful team|easy to use,False
REV-00326,CUST-01486,2026-03-26,google_play,Moment next development civil spend theory. Plan many get later create.,-0.83,negative,2,buggy app,False
REV-00327,CUST-00348,2026-03-26,support_ticket,View will investment save most past. Yeah science decade.,0.721,positive,5,helpful team|quick response,False
REV-00328,CUST-04251,2026-03-26,social_media,Whatever some fact it wife discussion professional. Modern system head. Air enter same front give clearly early.,0.936,positive,5,smooth checkout|great support,False
REV-00329,CUST-04398,2026-03-26,trustpilot,Wear pick commercial another entire tax and. Rather lay song possible enough. Operation discussion theory minute stop state travel.,0.59,positive,5,love the app|easy to use,False
REV-00330,CUST-00452,2026-03-26,app_store,So vote yourself director reflect operation. Short later several interest across ahead. Consider always method own in.,-0.846,negative,2,wrong item,True
REV-00331,CUST-01960,2026-03-26,trustpilot,There once unit place radio democratic shake. Trip happen upon. Discuss kitchen trip bag your hold.,0.444,positive,5,great support|good value,False
REV-00332,CUST-00786,2026-03-26,app_store,Sit since where present sound. Artist picture sort financial girl capital commercial.,0.841,positive,5,easy to use|beautiful design,False
REV-00333,CUST-00543,2026-03-26,social_media,Oil expert according large for.,0.794,positive,5,quick response|easy to use,False
REV-00334,CUST-00016,2026-03-26,support_ticket,Of best Republican get threat home minute.,-0.534,negative,1,wrong item|poor support|hidden fees,False
REV-00335,CUST-04963,2026-03-26,google_play,Assume value suffer his run artist.,0.557,positive,5,smooth checkout|love the app,False
REV-00336,CUST-03205,2026-03-26,trustpilot,Put several who side response air husband. They in condition everybody design. Congress should traditional. Myself increase suggest friend necessary industry least.,0.908,positive,5,great support,False
REV-00337,CUST-01610,2026-03-26,google_play,Despite certain benefit. Everyone no bank they. Particularly what tax fear enter report nation. At organization mention real lose industry. Smile truth story open.,0.113,neutral,3,hidden fees,False
REV-00338,CUST-01827,2026-03-26,trustpilot,Trouble machine agree or. Window culture real. After knowledge year charge make whether can.,-0.554,negative,1,confusing UI|wrong item,True
REV-00339,CUST-00726,2026-03-26,app_store,Whether sea responsibility bill care of. Style suffer land ask happy budget prove yeah.,0.473,positive,5,easy to use,False
REV-00340,CUST-03306,2026-03-26,support_ticket,Himself break firm will. Anyone some central save let seem they. Behavior section assume clearly. Rather exactly show Republican environmental.,0.574,positive,5,reliable product,False
REV-00341,CUST-04746,2026-03-26,social_media,Property thought different. Today my note example policy hear figure. Some simple nature city ability particularly gun. Type condition manager unit prove.,0.037,neutral,3,love the app,False
REV-00342,CUST-03933,2026-03-26,app_store,Dinner minute important might find garden. Sense stay public staff world. Sea dark data sort white. Style minute over federal expert.,-0.436,negative,1,hidden fees|terrible experience|slow delivery,False
REV-00343,CUST-01608,2026-03-26,google_play,Agency father someone do.,0.542,positive,5,quick response|easy to use,False
REV-00344,CUST-01773,2026-03-26,trustpilot,Occur campaign firm writer. Into unit relate represent still clear war. South actually which challenge. Language along offer heavy writer interview send. Toward assume professional call.,-0.246,neutral,3,quick response,False
REV-00345,CUST-03245,2026-03-26,support_ticket,Child fact leave son stuff weight. Interest type employee. Thing upon inside many two key.,0.279,neutral,3,confusing UI|helpful team,False
REV-00346,CUST-02461,2026-03-26,trustpilot,Attack anything town. Will these low wife do medical. Weight can garden red new reach learn. Little side successful read.,0.801,positive,4,quick response|helpful team,False
REV-00347,CUST-01590,2026-03-26,google_play,Pay read responsibility line star ball. Maintain forget someone seven grow operation build. Total catch own letter environment me leg offer. Bad teach would there seven act any. Election maintain six.,-0.646,negative,2,broken product|poor support|slow delivery,False
REV-00348,CUST-03089,2026-03-26,app_store,Its foreign item. Sound although area top TV thousand. Yes then unit few suggest open.,0.508,positive,5,good value|easy to use,False
REV-00349,CUST-02413,2026-03-26,google_play,Plant community likely who create world interest. Book test every above behavior.,0.007,neutral,3,broken product,False
REV-00350,CUST-01433,2026-03-26,trustpilot,Section third tough. Your can hold class. Hold appear behind your eye. Edge meeting material director. Relate may yourself yes.,0.019,neutral,3,easy to use,False
REV-00351,CUST-04933,2026-03-26,support_ticket,Adult build hospital minute form half attorney. Unit cost into marriage though example.,0.331,positive,4,good value|reliable product,False
REV-00352,CUST-01697,2026-03-26,social_media,Top father rate throw part marriage both. Degree build man culture candidate. Citizen several peace region successful floor begin. Think line head five south. Something friend father. Goal consumer woman TV inside street.,-0.247,neutral,3,broken product,True
REV-00353,CUST-01766,2026-03-26,social_media,Someone citizen political. Pass bring purpose actually like better stand learn. Inside seem science read trip a street.,-0.429,negative,1,poor support,False
REV-00354,CUST-04881,2026-03-26,app_store,Marriage example many have letter lawyer.,-0.703,negative,2,terrible experience|broken product|overpriced,False
REV-00355,CUST-02442,2026-03-26,support_ticket,Them cut chair fine notice live wear. True help option very. Power PM drug our under. Art benefit century. Responsibility memory dog find various care.,0.654,positive,5,fast shipping|reliable product,False
REV-00356,CUST-04578,2026-03-26,app_store,Type great medical six participant against itself. Along day technology especially offer. News candidate student toward herself call huge.,-0.067,neutral,3,overpriced,False
REV-00357,CUST-00253,2026-03-26,app_store,Picture position born traditional family feel machine. Worry foreign something write foreign. Four event actually seven. Various information situation claim within.,0.356,positive,5,fast shipping|good value|love the app,False
REV-00358,CUST-00139,2026-03-26,app_store,Prevent always write. Between south wind per guy kid new benefit.,-0.118,neutral,3,overpriced|no response,False
REV-00359,CUST-00008,2026-03-26,trustpilot,Newspaper newspaper find. Kid prevent avoid quite brother scene fact. Inside Democrat during political. Candidate movement history smile left ability or.,-0.423,negative,1,buggy app,True
REV-00360,CUST-00883,2026-03-26,app_store,Nature necessary case need thousand yard make. Majority benefit purpose my least cost.,0.394,positive,4,good value|easy to use,False
REV-00361,CUST-01066,2026-03-26,social_media,Game under stop stock imagine practice.,0.248,neutral,3,broken product|slow delivery,False
REV-00362,CUST-04886,2026-03-26,support_ticket,Edge sea cultural according run per use. Against factor concern information.,-0.007,neutral,3,terrible experience|good value,False
REV-00363,CUST-03108,2026-03-26,trustpilot,Pattern may indicate be. Figure bank team consider me project type others.,0.236,neutral,3,smooth checkout,False
REV-00364,CUST-00149,2026-03-26,trustpilot,Computer find others. Street she approach avoid. Pick claim sea firm. Be situation leg ok population continue life. Interest without most camera admit.,-0.332,negative,2,no response|wrong item,True
REV-00365,CUST-00224,2026-03-26,app_store,Catch any attention become police thousand. True lose modern voice usually. Various baby center beautiful.,0.577,positive,5,good value|helpful team|fast shipping,False
REV-00366,CUST-01776,2026-03-26,support_ticket,Second serious social indeed want. Art all sort evening.,0.682,positive,5,fast shipping|great support|quick response,False
REV-00367,CUST-02982,2026-03-26,google_play,Region alone truth bag part rich. Focus agreement sound physical.,0.442,positive,5,helpful team|beautiful design|good value,False
REV-00368,CUST-00482,2026-03-26,app_store,Age record blue step rise gas. Box coach mean since. Art miss house soon crime area.,-0.067,neutral,3,helpful team|beautiful design,False
REV-00369,CUST-03045,2026-03-26,google_play,Across pattern behind painting drive treat will. Behavior every book business high Mrs soldier building. Fish important among glass dinner wide much.,0.127,neutral,3,good value,False
REV-00370,CUST-01467,2026-03-26,trustpilot,Assume city friend direction indicate continue type list. Sea government share radio walk produce film front. Sure throw nearly green instead try help. Such world very prove month. Media authority nation go little likely.,0.806,positive,5,fast shipping,False
REV-00371,CUST-02462,2026-03-26,social_media,Guess international to travel worry left around. Billion almost common seven economic list. Doctor hospital century may focus stop. Movie act level television system himself bring. Painting artist minute early research force.,0.677,positive,5,easy to use|beautiful design|fast shipping,False
REV-00372,CUST-04517,2026-03-26,trustpilot,Who between federal figure several. Exactly seat collection human increase. Others gas one recent blue. Move type country trial them.,0.997,positive,5,beautiful design,False
REV-00373,CUST-01723,2026-03-26,google_play,Five front Congress scientist. City leave year law couple mouth painting still. Bring special age ball bit drug.,-0.251,neutral,3,good value|confusing UI,True
REV-00374,CUST-03691,2026-03-26,trustpilot,Know song must probably size program modern. Close take around arm single weight cell floor.,-0.292,neutral,3,slow delivery,False
REV-00375,CUST-01679,2026-03-26,trustpilot,Paper accept increase.,0.16,neutral,3,broken product,False
REV-00376,CUST-01921,2026-03-26,social_media,One side impact. Project about this tend indicate note.,0.283,neutral,3,fast shipping,False
REV-00377,CUST-03610,2026-03-26,app_store,Safe technology minute seek lawyer least. Enjoy kind action third ok community environmental. Improve quickly way many. Course marriage plan seven.,0.036,neutral,3,confusing UI|wrong item,False
REV-00378,CUST-04157,2026-03-26,trustpilot,Forget difference subject. Break opportunity form summer. Work executive affect month scientist fish color. Eat last trip sign. Remember stuff build general her. Design list food.,-0.075,neutral,3,easy to use,False
REV-00379,CUST-01183,2026-03-26,social_media,Either method through chance Mrs step bank.,0.67,positive,5,fast shipping|beautiful design|good value,False
REV-00380,CUST-04351,2026-03-26,social_media,Travel southern identify task. Low two sing.,0.059,neutral,3,no response,False
REV-00381,CUST-04987,2026-03-26,social_media,Republican manage quickly billion series item. Size large happen southern job other each garden.,-0.447,negative,2,broken product|wrong item,False
REV-00382,CUST-01689,2026-03-26,app_store,End recent surface probably budget get body theory. Bad management cup you form learn trade. Opportunity culture side interesting.,-0.395,negative,1,hidden fees,True
REV-00383,CUST-04521,2026-03-26,social_media,Guess with beat site though star. Street within inside practice late car green. Throughout general enter cultural. Sort long movie structure. Entire around natural culture use event. Ever consumer military friend with.,0.211,neutral,3,poor support,False
REV-00384,CUST-00505,2026-03-26,support_ticket,Whether argue lead board finish join road east. Ok successful stock medical much set dark. Act which data safe. Forget face knowledge black car hour. One modern learn carry energy turn imagine well.,1.0,positive,4,beautiful design|quick response|reliable product,False
REV-00385,CUST-00184,2026-03-26,social_media,Manager poor high benefit big require mouth. Capital hair bag but finish manage. War sign friend Congress lay reality I.,-0.339,negative,2,hidden fees|broken product|poor support,True
REV-00386,CUST-00117,2026-03-26,trustpilot,Success this ground individual my allow. Player story often popular.,-0.042,neutral,3,quick response,False
REV-00387,CUST-03165,2026-03-26,app_store,On later interesting guy many. City bad class part. Item through avoid goal stop three stand. Building easy type assume. Bar old her true sort that though collection.,1.0,positive,4,great support|quick response|love the app,False
REV-00388,CUST-00305,2026-03-26,trustpilot,Later magazine computer similar manager well show. Democratic hand spend Republican. Imagine mind teach explain part.,-0.118,neutral,3,fast shipping,False
REV-00389,CUST-02055,2026-03-26,social_media,Night interview loss fast could whatever forward.,0.305,positive,5,great support|easy to use,False
REV-00390,CUST-02666,2026-03-26,google_play,Weight half not voice music little. Reach amount attorney room tonight behavior matter. Bed word operation success expert finally position. Could her vote community manage total financial. Race weight why vote rich even within wear.,0.944,positive,4,love the app,False
REV-00391,CUST-03534,2026-03-26,app_store,Kid woman because. Amount analysis social consider cell peace outside.,-0.328,negative,1,overpriced|no response,False
REV-00392,CUST-04621,2026-03-26,social_media,Really whose cup vote nothing movie. Big lose woman parent anything maybe feel. On positive resource mention. Individual far trip side at. Miss subject rise husband animal adult blood.,-0.039,neutral,3,good value|beautiful design,False
REV-00393,CUST-00480,2026-03-26,social_media,Music enter draw authority set. Early support us keep audience head. Campaign hotel hundred fill gas hope particularly. Wrong pass sense live wind star.,-0.118,neutral,3,easy to use,False
REV-00394,CUST-04066,2026-03-26,support_ticket,Lawyer gun fall professor.,-0.583,negative,1,confusing UI|poor support|wrong item,True
REV-00395,CUST-02523,2026-03-26,social_media,Boy behavior whatever walk agency style run. Cover there manager unit product. Subject collection buy child drive.,0.806,positive,5,great support,False
REV-00396,CUST-00310,2026-03-26,social_media,When everyone present and situation edge send. Clearly top picture deep where produce. Among risk sure floor listen catch.,-0.163,neutral,3,quick response,False
REV-00397,CUST-01080,2026-03-26,app_store,Experience loss tax church. Expert long may easy each fight. Citizen her significant under public. Carry probably form beyond.,-0.294,neutral,3,beautiful design|overpriced,False
REV-00398,CUST-04230,2026-03-26,app_store,Degree radio provide author lead agent spend. Soon receive room middle bar season report.,-0.1,neutral,3,broken product|love the app,False
REV-00399,CUST-01697,2026-03-26,google_play,Evidence speech color join.,0.518,positive,4,great support,False
REV-00400,CUST-03726,2026-03-26,social_media,Manage claim mention meet chance set detail majority. Pay already ago small computer. Imagine keep happy bar vote. Especially same find event fill size. Tough leg development chair no clear discuss window.,0.151,neutral,3,overpriced,False
REV-00401,CUST-02014,2026-03-26,google_play,Dark pull head ready point. Manage future discussion organization within. Blue training hope democratic.,-0.256,neutral,3,poor support|confusing UI,False
REV-00402,CUST-04137,2026-03-26,trustpilot,Get high score her travel. Alone local start long gun population.,0.284,neutral,3,confusing UI,False
REV-00403,CUST-01392,2026-03-26,google_play,Traditional smile difficult hand cold. President head admit day several figure set area.,0.466,positive,4,good value|beautiful design,False
REV-00404,CUST-02571,2026-03-26,google_play,Back do court product.,0.089,neutral,3,quick response|great support,False
REV-00405,CUST-00061,2026-03-26,social_media,Allow wish lawyer white. Your sure piece simple always son much. Without writer receive politics inside a lose person.,-0.006,neutral,3,terrible experience|poor support,False
REV-00406,CUST-03572,2026-03-26,social_media,Which imagine direction organization particular talk fine. Night better college notice forward sit.,0.557,positive,5,quick response,False
REV-00407,CUST-03651,2026-03-26,support_ticket,Campaign very figure. Moment couple add notice chair.,0.019,neutral,3,beautiful design|slow delivery,False
REV-00408,CUST-04018,2026-03-26,google_play,Campaign rest parent summer season. Their produce area unit such. Suggest student sister. Commercial over week trial whom. Stay product help finally.,0.824,positive,5,fast shipping,False
REV-00409,CUST-03054,2026-03-26,social_media,Behavior see fall reduce protect edge.,-0.241,neutral,3,good value|great support,False
REV-00410,CUST-00689,2026-03-26,trustpilot,Themselves court indeed hear various line character once. Money about lay. Cost indicate sea still mean. Fill very couple none cut world people.,-0.251,neutral,3,buggy app|broken product,True
REV-00411,CUST-03016,2026-03-26,google_play,Whom defense military. Develop several perhaps account them save claim theory. Draw inside issue shake.,-0.307,negative,1,poor support|broken product,True
REV-00412,CUST-01152,2026-03-26,google_play,Challenge write next piece deal mother attention. Always whom serious accept.,-0.007,neutral,3,smooth checkout|slow delivery,False
REV-00413,CUST-04520,2026-03-26,trustpilot,Majority method nor put example purpose child almost.,0.101,neutral,3,helpful team|beautiful design,False
REV-00414,CUST-04641,2026-03-26,social_media,Such interview station bill almost owner. Free baby road so remember.,-0.497,negative,2,broken product|hidden fees,False
REV-00415,CUST-01270,2026-03-26,social_media,Trip himself sea draw.,0.144,neutral,3,fast shipping,False
REV-00416,CUST-00872,2026-03-26,google_play,Thousand loss reason popular get. Want specific cultural standard wish learn whole.,0.354,positive,5,smooth checkout|easy to use|helpful team,False
REV-00417,CUST-04020,2026-03-26,social_media,Traditional stand turn method bar. Section theory degree indeed sometimes.,-0.559,negative,1,slow delivery,True
REV-00418,CUST-02384,2026-03-26,trustpilot,Job mention watch situation. Difference all machine let charge thought. Loss nation most idea outside know. Bill deep message. Nation accept notice statement new call writer.,-0.135,neutral,3,good value,False
REV-00419,CUST-01792,2026-03-26,app_store,Morning carry event tell prevent direction. Training capital individual away business.,0.355,positive,4,reliable product,False
REV-00420,CUST-01728,2026-03-26,app_store,Court accept herself hospital. Sense later actually share blue point. Work magazine draw common agreement find.,-0.39,negative,1,poor support|overpriced,True
REV-00421,CUST-01515,2026-03-26,app_store,Use third recently note eat beyond painting. Hope water action weight stay. Professor rule little sea generation picture. Knowledge third professional year. Boy exactly what something heart politics.,-0.042,neutral,3,love the app|terrible experience,False
REV-00422,CUST-04114,2026-03-26,app_store,Lay international size nor try happen quality police. Consumer west list. Recognize improve window everyone resource consumer research. Life during far laugh next commercial.,0.59,positive,5,smooth checkout,False
REV-00423,CUST-03920,2026-03-26,support_ticket,Make hit east understand tell.,0.908,positive,5,love the app|easy to use,False
REV-00424,CUST-00435,2026-03-26,trustpilot,Machine push common send we. Security dinner then citizen pretty player. Special stay care somebody lawyer nearly.,0.298,neutral,3,overpriced,False
REV-00425,CUST-04782,2026-03-26,social_media,Return any although course. Turn magazine north. Reveal PM candidate.,0.024,neutral,3,terrible experience|wrong item,False
REV-00426,CUST-03301,2026-03-26,social_media,Congress me final task partner. Full up investment claim but but. Customer other hand every myself it. Throughout high relationship item player somebody white. Follow human be yet five than.,-0.126,neutral,3,poor support,False
REV-00427,CUST-00127,2026-03-26,support_ticket,Also clearly practice skill budget certain never. Walk seem manage arrive agree nothing. Even generation imagine others south personal. Drive deal television bring create food.,0.51,positive,4,beautiful design|great support|quick response,False
REV-00428,CUST-03664,2026-03-26,support_ticket,Involve white choice deal with. Can sort picture allow.,0.61,positive,5,love the app|helpful team,False
REV-00429,CUST-00329,2026-03-26,support_ticket,Too information Mr drop its. Poor itself large paper environmental his it and.,-0.42,negative,2,terrible experience,True
REV-00430,CUST-04089,2026-03-26,trustpilot,School on everything woman without. Party part president home hair.,0.51,positive,5,love the app,False
REV-00431,CUST-00373,2026-03-26,app_store,Just recognize think indicate common war from.,-0.173,neutral,3,reliable product|beautiful design,False
REV-00432,CUST-00068,2026-03-26,trustpilot,Thing blue treatment rest young. Miss well although. Agent indeed enter old because sense.,-0.287,neutral,3,wrong item,False
REV-00433,CUST-04669,2026-03-26,google_play,Design early today culture help factor soldier. Move environmental detail concern. Election environment hear member if one.,0.031,neutral,3,poor support,False
REV-00434,CUST-01903,2026-03-26,google_play,So then player improve. Foreign value body include.,0.546,positive,5,easy to use|good value|great support,False
